 | ﻿1
00:00:00 | WWW.MY-SUBS.COM ﻿1
00:00:00 | Previously, on "New Amsterdam"...
00:00:01 | You have cancer. Squamous cell carcinoma.
00:00:04 | I want to try precision targeted therapy.
00:00:06 | Chemo's gonna take the life out of me and I... I want
00:00:08 | - to keep running this hospital. - It's too big a risk.
00:00:10 | Doctor Bloom asked me to consult
00:00:11 | on the hematology patient.
00:00:13 | Her file says that she received her heart
00:00:15 | from a Luna Goodwin.
00:00:16 | Your sister... she gave me a beautiful life.
00:00:19 | She had me arrange this.
00:00:24 | Max?
00:00:25 | Baby!
00:00:27 | Oh, my... help!
00:00:28 | Help!
00:00:50 | We've got Marina Latimer, mid 60s.
00:00:53 | Been down for three minutes.
00:00:54 | It's her third time here this week.
00:00:56 | She went back into V-fib right after I shocked her.
00:00:57 | Charge to 200.
00:01:00 | Clear.
00:01:04 | Okay, I've got a pulse.
00:01:05 | Her heart's a ticking time bomb.
00:01:07 | Let's put V-fib pads on her and find Reynolds.
00:01:09 | He needs to put in an ICD, today.
00:01:13 | Synced & corrected by -robtor- www.MY-SUBS.com
00:01:16 | Yo, Dora. Where's Max?
00:01:19 | Out of pocket for a few hours.
00:01:20 | Oh, okay. Well, I have a patient
00:01:22 | who needs an ICD surgery.
00:01:24 | Her insurance won't cover it so I'm just gonna charge it
00:01:26 | to the Community Care Fund.
00:01:27 | Max is the only one who can approve surgeries
00:01:29 | from the Community Care Fund.
00:01:30 | He's out of pocket for a few hours.
00:01:32 | Can this wait until it doesn't get me fired?
00:01:35 | Um, look, whenever there's a surgery that needs to be done
00:01:38 | I just give Max a heads-up and I do it, all right?
00:01:40 | He dots the "I's" and crosses the "T's" later.
00:01:41 | We... we got a whole system.
00:01:43 | He's been here for like three weeks.
00:01:44 | Yeah, that's how efficient we are.
00:01:49 | Dora, hi.
00:01:50 | Just on my way to Max's office right now.
00:01:52 | Yeah, he was out of pocket for a few hours.
00:01:55 | He's what? Oh, shoot.
00:01:56 | No, really?
00:01:57 | Uh, as the nurses' union liaison,
00:01:59 | I need to tell him that the hospital-wide walkout
00:02:01 | was authorized just now for today.
00:02:02 | "Walkout"?
00:02:04 | No, no, no. It's a good... it's a good thing.
00:02:05 | Max gave them the idea.
00:02:07 | - Of course he did. - Yeah, I probably should have
00:02:09 | led with that.
00:02:10 | Did you know that insurance has covered over-the-counter
00:02:12 | emergency contraception since 1996,
00:02:14 | and now all of a sudden, out of the blue, they're like,
00:02:16 | "No, uh-uh. Not without a prescription"?
00:02:18 | That's not fair, right?
00:02:20 | There's... there's no way we're gonna let that slide.
00:02:22 | And yes, for the record, "Norma Rae"
00:02:24 | is my favorite movie.
00:02:26 | Go, girl.
00:02:27 | Dora, uh, I've been texting Max,
00:02:29 | but he's not responding.
00:02:30 | He's out of pocket for a few hours.
00:02:32 | But I need to talk to him.
00:02:35 | I've basically authorized
00:02:37 | a surgery that's not covered by insurance, and I'm about
00:02:39 | to endure a walkout from the nurses,
00:02:41 | so whatever you need right now, I'm sure I can handle.
00:02:45 | - It's private. - Dora.
00:02:46 | Dora, I've been looking for Max.
00:02:48 | Okay, I'm only gonna say this once more:
00:02:51 | Max is out of pocket for a few hours.
00:02:53 | Please, save your news, questions,
00:02:56 | mysterious personal requests, or whatever it is
00:02:57 | that you need, for his return.
00:03:00 | Thank you.
00:03:05 | Dr. Panthaki. Thank you
00:03:07 | for picking up Max's samples in person.
00:03:08 | But to be clear, this cooler is full of Miller Lites, right?
00:03:12 | Yes.
00:03:13 | Yes, because I'm the type who drinks domestic.
00:03:16 | So tell me, will this be your first time
00:03:18 | seeing Lauryn Hill in concert?
00:03:19 | Actually, no. I've seen her several times.
00:03:23 | But never on a date.
00:03:26 | So in your head, this is a date, huh?
00:03:28 | That's interesting.
00:03:30 | Just... just give me my ticket.
00:03:32 | Actually, let's do this properly.
00:03:35 | Get dressed up.
00:03:36 | Dinner.
00:03:38 | Okay.
00:03:39 | Great.
00:03:43 | Well, I... I should go now.
00:03:46 | Me, too.
00:03:49 | Oh, and we're going Dutch on dinner,
00:03:51 | so make sure you bring some cash.
00:03:59 | Max, are you on your way back?
00:04:01 | Helen!
00:04:03 | Helen, can you hear me?
00:04:05 | Georgia? What's wrong?
00:04:07 | It's Max. He... he collapsed.
00:04:09 | He's not moving.
00:04:11 | - Does he have a pulse? - Okay.
00:04:15 | - Yes. - Did you call 911?
00:04:17 | They're coming but, um, the call dropped
00:04:20 | and I just didn't know what to do.
00:04:21 | Put your cheek over his mouth.
00:04:23 | Do you feel air moving?
00:04:25 | There is, uh,
00:04:27 | like, a whistling... a raspy sound.
00:04:30 | Put the phone next to his throat.
00:04:38 | - Georgia? - Yes?
00:04:40 | Georgia, Max's throat is blocked.
00:04:42 | - What? - You need to make
00:04:43 | a new path so that he can breathe.
00:04:45 | - Okay. - You're gonna cut a small hole
00:04:48 | - in his throat... - What?
00:04:50 | No. No, I can't.
00:04:52 | Yes, yes. Yes, you can.
00:04:54 | You can, because I'm gonna help you.
00:04:56 | Find something that can cut a hole in his throat
00:04:57 | and a tube to slide through it.
00:04:59 | Find something.
00:05:00 | Okay.
00:05:05 | Uh...
00:05:12 | Oh, uh, I have a...
00:05:15 | I have a pocket knife.
00:05:16 | Oh, God.
00:05:18 | And a... and a plastic straw.
00:05:19 | Use the knife to cut, um, three inches.
00:05:22 | It doesn't have to be exact.
00:05:26 | - Here we go, Georgia. - Okay.
00:05:31 | Use your index finger.
00:05:33 | Find Max's Adam's apple.
00:05:35 | Okay, I found it.
00:05:37 | Feel down from there until you come
00:05:38 | to a little indentation.
00:05:40 | Make a half-inch, horizontal cut
00:05:43 | through that indentation.
00:05:46 | What if it's... what if it's not clean?
00:05:48 | What if I give him an infection?
00:05:50 | Georgia... Georgia, Max can't breathe.
00:05:53 | You need to help him breathe.
00:05:57 | You can do this.
00:06:01 | Okay.
00:06:03 | Oh, God.
00:06:07 | I did it. I did it.
00:06:08 | - Good job. - Oh...
00:06:09 | Now, pinch the far edges together.
00:06:12 | Use your finger to keep the hole open
00:06:14 | and slide the tube halfway in.
00:06:18 | Oh, God. Okay.
00:06:20 | Air should be coming out
00:06:22 | of that tube.
00:06:26 | It's... it's not...
00:06:28 | it's not working.
00:06:30 | God, it's not working!
00:06:32 | It didn't work! It didn't work!
00:06:35 | You... you might just need to help his lungs expand.
00:06:38 | Blow into the tube.
00:06:42 | Come on, come on.
00:06:47 | Oh, come on, come on.
00:06:48 | Come on. Come on.
00:06:51 | Come on, come on, come on.
00:06:55 | Oh! Oh, he...
00:06:59 | He's breathing. He's breathing.
00:07:01 | Oh, my God.
00:07:05 | Oh, good.
00:07:09 | Oh, good.
00:07:19 | How long was his airway obstructed?
00:07:23 | How long was he not breathing, ma'am?
00:07:24 | Uh, six or seven minutes, maybe.
00:07:28 | We got a possible cerebral hypoxia!
00:07:31 | Let's pick up speed!
00:07:32 | What does that mean?
00:07:34 | Means there's a big difference
00:07:35 | between six and seven minutes.
00:07:53 | - Mr. Mokrani? - Yes.
00:07:56 | - How are you? - Not great.
00:07:57 | Yeah, let's have a look.
00:07:59 | - Does that hurt, right there? - Yes.
00:08:01 | Yeah. Fell during a show?
00:08:02 | No.
00:08:04 | - At the after-party. - Ah.
00:08:05 | I challenged another dancer to a fouetté competition.
00:08:08 | - Mm-hmm. - I can fouetté in my sleep,
00:08:10 | but in my sleep, I'm neither wasted
00:08:12 | - nor on a pool table. - Oh, please.
00:08:15 | I was just as drunk and on-a-pool-table as you were.
00:08:18 | Know that you did not out-dance me.
00:08:21 | Basem, I out-danced you so bad,
00:08:23 | - you're in a hospital. - Yeah, well, I don't know
00:08:25 | if it counts as out-dancing
00:08:27 | if he fell off a pool table.
00:08:31 | Yeah, but I didn't.
00:08:33 | So, I out-danced him.
00:08:35 | Dancing is the art of not falling?
00:08:38 | I'm sorry, who are you?
00:08:44 | Uh, yeah, I'm...
00:08:47 | Just a guy challenging you to a, uh...
00:08:51 | fouetté rematch.
00:08:53 | Don't worry, I took dance all through...
00:08:55 | uh, never.
00:09:02 | - Hello? - Yeah.
00:09:04 | Don't you have some medicine to practice?
00:09:06 | Mm-hmm. Uh, so, uh,
00:09:08 | you have a dislocated elbow. Go ahead
00:09:10 | and take this pen with your left hand.
00:09:11 | Now, grab it tight. Hang on.
00:09:13 | - Ow! Oh! - Okay?
00:09:15 | - Oof. - Better?
00:09:16 | Yeah.
00:09:17 | Yeah, good. Okay, he's okay.
00:09:19 | I was thinking loser buys dinner.
00:09:22 | Really?
00:09:24 | I mean, yeah. I'm not scared
00:09:26 | if you're not scared.
00:09:33 | Looks good.
00:09:35 | - Looks pretty... pretty good. - Okay, you go.
00:09:37 | - My turn? - Yep.
00:09:39 | This is embarrassing, 'cause I actually thought
00:09:41 | "fouetté" was a French dessert,
00:09:42 | so I didn't know that it was that spin-y thing.
00:09:44 | That was way better than what I thought it was.
00:09:47 | But, uh...
00:09:50 | excuse me.
00:09:51 | Uh, you're gonna go ahead and ice that elbow
00:09:53 | and you're gonna be fine.
00:09:56 | Are you coming?
00:09:58 | Um...
00:10:00 | it's 2:00 in the morning.
00:10:02 | Yeah, but I gotta be back here
00:10:03 | in three hours anyway... and full disclosure,
00:10:05 | I can't afford a real restaurant,
00:10:06 | so we were just headed to the cafeteria regardless,
00:10:09 | but the Jell-O is phenomenal.
00:10:15 | You in?
00:10:37 | Hey.
00:10:39 | What's with the T-shirts?
00:10:42 | You said you were gonna take time off
00:10:44 | to take care of yourself.
00:10:45 | I am, and I will.
00:10:48 | I tried to talk to Max this morning,
00:10:49 | but he's not here.
00:10:50 | He's always here.
00:10:52 | Well, right now he's not, and I can't just
00:10:54 | stop running the ED, can I?
00:10:58 | I feel so bad, all the work you do on me.
00:11:00 | I've become this burden to everyone.
00:11:02 | No, no, you're not a burden.
00:11:04 | It's just that you have mediocre insurance,
00:11:06 | and I think you should be treated like you have
00:11:08 | Cadillac insurance, so we're gonna cover you
00:11:11 | for an ICD implant.
00:11:12 | - Today. - For the whole surgery?
00:11:14 | What about the anesthesiologist?
00:11:16 | Sometimes they get you with the anesthesiologist.
00:11:18 | For the whole surgery.
00:11:20 | So glad Gertie is doing better.
00:11:22 | Bye.
00:11:24 | - Hello. - Oh, nice T-shirt.
00:11:26 | Thank you. Power to the people, Vijay.
00:11:28 | Ella was telling me that I helped her save
00:11:31 | her crazy Chihuahua.
00:11:32 | Oh. All right, Ka-pooch.
00:11:34 | I didn't know you did work on canines.
00:11:36 | - That's cool. - I don't.
00:11:38 | I gave her a little money for the vet.
00:11:40 | - How much? - $2,000.
00:11:44 | American?
