 | ﻿1
00:00:00 | WWW.MY-SUBS.COM ﻿1
00:00:02 | 31,252.
00:00:05 | Is that how many times the Dean called?
00:00:07 | According to my Fitbit, that's how many steps
00:00:08 | it's taken to keep up with you.
00:00:10 | - Here. - I don't want another apple.
00:00:12 | Also Dean of Medicine needs you.
00:00:14 | - Tell him I'm eating an apple. - You can tell him yourself.
00:00:16 | - I need to sustain my energy. - He's in your office.
00:00:25 | Dean.
00:00:27 | You're fired.
00:00:31 | Synced & corrected by -robtor- www.MY-SUBS.com
00:00:35 | You're fired.
00:00:37 | Okay.
00:00:38 | I said you're fired.
00:00:41 | And I said okay.
00:00:45 | What do you mean, okay?
00:00:46 | Two months ago you were practically begging me
00:00:48 | for this job.
00:00:50 | A lot's changed in two months.
00:00:51 | Two months ago this country had health insurance.
00:00:53 | Two months ago I was still living with my wife.
00:00:56 | Please don't tell me that you're having
00:00:57 | a nervous breakdown, because that's what this
00:00:59 | sounds like to me.
00:01:00 | Nope, this is just me trying to help this hospital.
00:01:02 | How can you say that when you've eliminated
00:01:04 | the cardiac surgery program, you have gutted the highest
00:01:07 | source of revenue that this hospital produces...
00:01:08 | Either I shut it down
00:01:09 | or the New York Department of Health would have.
00:01:11 | Max, you hired 50 new attendings.
00:01:14 | 50!
00:01:15 | You cut the balls off my residents... my training program.
00:01:18 | Some of those residents have ovaries.
00:01:20 | And when people come to this hospital,
00:01:21 | you know what they never say?
00:01:23 | "I'm sick and dying, so let me train your residents."
00:01:25 | This is a job of a lifetime, son.
00:01:27 | This is the big leagues.
00:01:29 | And you're just throwing it away.
00:01:30 | You hired me to make changes.
00:01:31 | That's right. My changes.
00:01:32 | Your changes aren't working.
00:01:34 | They haven't worked for 20 years. And you know that.
00:01:37 | You must, otherwise you wouldn't have hired me.
00:01:39 | But you chose me
00:01:41 | because deep down, you care about this place
00:01:43 | as much as I do.
00:01:47 | When I hired you, I thought that you would be grateful.
00:01:49 | I am grateful.
00:01:51 | I thought that you would be compliant.
00:01:53 | I'm not compliant.
00:01:55 | Yeah, that's for sure.
00:01:56 | Well, I'm not gonna make that mistake again.
00:01:58 | And why are you wearing scrubs?
00:02:00 | Because I'm a doctor.
00:02:03 | If you fire me, you will help save my marriage
00:02:06 | and I will be eternally grateful.
00:02:08 | If you let me stay, I will do everything I can
00:02:10 | to save this hospital, and you will get all the credit.
00:02:16 | - You have six months. - Give me three.
00:02:27 | Maddy, I'm sorry. I need to see you.
