 | ﻿1
00:00:00 | WWW.MY-SUBS.COM
00:00:00 | Previously on New Amsterdam"...
00:00:01 | You've been accused of form
00:00:03 | a non therapeutic alliance with your patient, Avi Mantell.
00:00:06 | Rules exist for a reason. And I broked them
00:00:08 | Now, the only thing for me to do
00:00:09 | is to be a different therapist.
00:00:12 | I was actually here to talk to Max
00:00:13 | about extending my leave.
00:00:15 | - Oh, for how long? - Forever.
00:00:17 | Max?
00:01:21 | Wow, Dora, you really are as terrifying as Max says.
00:01:25 | And I'm going easy 'cause you're
00:01:26 | new to the role of medical director.
00:01:28 | Deputy medical director. I'm only taking on Max's duties
00:01:31 | while he's recuperating.
00:01:32 | Yeah, well, you're ten minutes late
00:01:34 | to your first meeting, which is a baller move
00:01:36 | so soon into your tenure.
00:01:37 | I'm on my way.
00:01:39 | Could you, um, message this to Dr. Valentina Castro?
00:01:42 | Max's DNA?
00:01:43 | Please don't Jurassic Park him.
00:01:45 | One Max is more than I can handle.
00:01:47 | It's for a new treatment, one that will get him back
00:01:49 | into the hospital ASAP, so I no longer have to be...
00:01:51 | Sharpe, just the medical director I was looking for.
00:01:54 | Deputy medical director.
00:01:56 | How can I help?
00:01:57 | Oh I, um... I need ecstasy.
00:02:01 | Like, the feeling of bliss?
00:02:03 | Like MDMA, like drugs.
00:02:05 | Is this a joke?
00:02:09 | Am I being hazed?
00:02:10 | No, we don't... we don't do that anymore, right?
00:02:12 | Uh, no, I have a patient who is exhibiting
00:02:14 | the most aggressive PTSD I think I've ever seen.
00:02:16 | Kapoor and I've tried everything.
00:02:18 | Nothing makes a dent, so I would like you
00:02:21 | to sign my new treatment strategy.
00:02:23 | Max thoroughly approved.
00:02:24 | Oh-ho. Was he high at the time?
00:02:26 | No, but he actually made that same joke
00:02:27 | when he approved it, so it's cool.
00:02:30 | It's a good joke, I think. Great minds, right?
00:02:31 | Listen, I assure you MDMA, under the proper supervision,
00:02:34 | allows a patient to confront their memories
00:02:35 | in a trigger-free environment... it's amazing.
00:02:37 | Yeah, see you later. It teaches them to remember
00:02:39 | a traumatic event instead of reliving it.
00:02:42 | All right, either you sign so I can get the pure stuff
00:02:44 | from upstairs, or I'm gonna have to go score from a guy
00:02:46 | named Rocket who lives in his grandmother's basement.
00:02:50 | Yeah, just... Okay, fine.
00:02:52 | Aces.
00:02:55 | Wow, signing off on illicit drugs on your first day.
00:02:59 | Hmm.
00:03:02 | Yeah.
00:03:06 | Oh, my gosh, that's true, though.
00:03:09 | How long have you all had this tradition?
00:03:10 | Oh, how many Sunday's is in forever?
00:03:12 | - Mom! - Hey, uh, Jayden...
00:03:15 | No matter how old we got, Mama has always made sure
00:03:18 | we're here every Sunday eating her food, right?
00:03:21 | It's been family tradition since before I was born.
00:03:23 | Sunday means church, family, and a meal with two meats.
00:03:27 | - No exceptions. - That's right.
00:03:28 | - Right? - Yep, yep.
00:03:31 | My family never did the church thing,
00:03:34 | but we're very spiritual.
00:03:35 | - Hmm. - Uh, which spirit?
00:03:40 | - Uh, Brandi... - Hmm?
00:03:41 | Don't make me bust out the drill team photos.
00:03:44 | Oh, uh, okay, Foofy.
00:03:46 | Ooh!
00:03:49 | All right, forget the drill team photos.
00:03:50 | I'm busting out prom.
00:03:52 | - Everybody look right here. - Two words... sportin' waves.
00:03:56 | I'm gonna put you both in the corner
00:03:57 | if you can't find your manners.
00:04:00 | So, Evie, you're a lawyer at Floyd's hospital?
00:04:03 | Well, I-I got there first, actually.
00:04:05 | - Oh? - By one week.
00:04:07 | Okay. I did my undergrad at Yale,
00:04:10 | and I went to, uh... I went to law school at NYU.
00:04:14 | So I did have a leg up on the city.
00:04:15 | Oh, I had the HBCU experience.
00:04:18 | Do they have Greeks at Yale?
00:04:20 | I pledged AKA.
00:04:21 | Oh, hey Soror.
00:04:23 | - No way! - Oh, yes.
00:04:25 | Oh, my goodness.
00:04:26 | Oh, I knew I liked her.
00:04:30 | Okay, I hear you. I hear you.
00:04:40 | There you go.
00:04:44 | Sorry.
00:04:47 | Keep in mind, Dr. Kapoor and I will be here
00:04:49 | with you the entire time.
00:04:56 | Jacob, you don't have to do this, obviously, but...
00:04:59 | before you say no, can I just ask,
00:05:02 | when was the last time a loud noise didn't scare you?
00:05:06 | Or when was the last time you felt safe in a crowded room?
00:05:09 | Or slept without nightmares?
00:05:12 | You cannot keep going through life
00:05:14 | feeling like everyone is a threat.
00:05:17 | But they are.
00:05:19 | Just turn on the news... hate crimes, wars,
00:05:22 | they put kids in cages, and no one cares.
00:05:24 | It's not PTSD. People are a threat.
