 | ﻿1
00:00:00 | WWW.MY-SUBS.COM
00:00:00 | I found a clinical trial.
00:00:03 | Precision-targeted immunotherapy.
00:00:06 | It's led by Dr. Panthaki at St. Simon's.
00:00:08 | He's highly regarded.
00:00:10 | And, unlike radiation and chemo,
00:00:13 | it comes with no debilitating side effects.
00:00:18 | That sounds perfect.
00:00:20 | It's exactly what he wanted.
00:00:21 | All right. Dr. Sharpe gets it done.
00:00:23 | Which is the difference between me and this trial.
00:00:26 | Because precision therapy might not work.
00:00:28 | Your objection is noted. Again.
00:00:30 | Yes, radiation chemotherapy is challenging,
00:00:33 | - but it's... - It's brutal.
00:00:34 | It's... It's hitting yourself with a brick over and over again
00:00:37 | and hoping the cancer dies first.
00:00:38 | That's the point.
00:00:39 | The cancer dies.
00:00:42 | Radiation and chemotherapy work.
00:00:44 | Precision therapy is like gambling your life
00:00:46 | on a lottery ticket.
00:00:47 | People said the same thing about bone marrow transplants.
00:00:50 | They also say it about lottery tickets.
00:00:52 | Enough.
00:00:57 | Is this what you really want?
00:01:06 | She's right.
00:01:07 | Chemo and radiation, they work.
00:01:09 | They do the job.
00:01:12 | But... they'll break me.
00:01:16 | No matter how strong I am.
00:01:17 | I'll lose my hearing.
00:01:20 | My sight.
00:01:23 | I'll lose my mind.
00:01:25 | They don't always come back.
00:01:28 | And I have so many things...
00:01:32 | that I need to do.
00:01:37 | So let's get in the trial.
00:01:44 | So let's get in the trial.
00:01:50 | Synced & corrected by -robtor- www.MY-SUBS.com
00:01:58 | Uh, so?
00:02:00 | What? Oh, sorry, I didn't see you there.
00:02:02 | You know what, an email would have covered it,
00:02:03 | maybe even a text.
00:02:04 | But now we're here in person
00:02:05 | you should definitely be groveling.
00:02:07 | Evie and I were up all night.
00:02:08 | You stallion.
00:02:09 | Fighting.
00:02:11 | Look, I'm not trying to be a jerk here,
00:02:12 | but telling Evie that we used to...
00:02:13 | - I know. - It wasn't cool.
00:02:15 | I said I know.
00:02:16 | What you should be saying is, "I am sorry."
00:02:20 | I am. I'm sorry.
00:02:22 | You don't sound sorry.
00:02:25 | Look, can we just not have this be a thing, okay?
00:02:27 | You know what, you're the one who said
00:02:28 | that we can be friends.
00:02:30 | This doesn't feel like friends.
00:02:34 | Early morning rush started early.
00:02:40 | You got some nerve.
00:02:41 | It's French vanilla.
00:02:43 | Like hell it is.
00:02:45 | Eh, maybe hazelnut?
00:02:46 | You're mothering me or babying me.
00:02:48 | Whichever one it is, stop it.
00:02:50 | Are you okay?
00:02:51 | You're doing it again.
00:02:52 | What do we got?
00:02:53 | This is LaDavius Powell.
00:02:54 | 45-year-old man with new onset
00:02:56 | right-side abdominal pain.
00:02:58 | No meds, no past medical history,
00:03:00 | allergic to Cephilicam.
00:03:01 | - Cephilicam? - Fancy penicillin.
00:03:03 | - Bay 23, step lively. - Cephilicam.
00:03:05 | Sarah Madsen.
00:03:07 | 36-year-old woman found down on the sidewalk.
00:03:09 | Unresponsive, hypotensive.
00:03:10 | BP 90 over palp, heart rate 120.
00:03:12 | Said New Amsterdam was her hospital.
00:03:14 | Okay, looks like previous heart surgery.
00:03:15 | Find her medical records.
00:03:16 | Drew this in the field.
00:03:17 | Why is the blood so diluted?
00:03:19 | No idea. No sign of bleeding.
00:03:20 | The blood's gotta be going somewhere.
00:03:21 | Page Dr. Sharpe.
00:03:22 | We gotta get on this or she's not gonna make it.
00:03:24 | Maximus, today is one of those days
00:03:26 | that makes it all worth it, you know?
00:03:27 | It's one of those days you jump out of bed excited
00:03:29 | because you just know...
00:03:30 | It's gonna be one of those days.
00:03:31 | Yes! Yes, in a big, big way.
00:03:33 | Are you feeling it too?
00:03:34 | I am feeling it. I got a meeting with the nurses' union
00:03:37 | about insurance and birth control.
00:03:38 | Eh, so not so much.
00:03:39 | Nah, it'll be good. What do you got?
00:03:40 | Me, I have a transitioning teen
00:03:42 | coming in with his parents.
00:03:43 | And you know, society is not kind
00:03:45 | to trans teens.
00:03:46 | Bullying, cultural stigma, hate crimes,
00:03:49 | which all leads to depression,
00:03:50 | which way too often leads to suicide...
00:03:52 | Sorry, this is your happy day?
00:03:53 | No, no, my happy day is what happens
00:03:54 | when these kids get to feel heard.
00:03:56 | Today I get to help somebody find out who they are.
00:03:58 | I get to help somebody find their voice.
00:04:00 | - Happy day indeed. - Indeed.
00:04:02 | Yeah, so I'm good with the whole voice thing,
00:04:05 | like, got it, found it.
00:04:06 | Fine with it. I've got...
00:04:08 | other issues here.
00:04:10 | Oh.
00:04:12 | Okay.
00:04:13 | Uh, what are they?
00:04:16 | Exhibit those.
00:04:18 | Parents.
00:04:19 | All right.
00:04:20 | Jillian, Grant?
00:04:22 | Care to elaborate?
00:04:25 | Well, Dr. Frome, Shay says he's ready
00:04:28 | for top surgery.
00:04:30 | - But we... - But they won't let me get it.
00:04:32 | I mean, how's that for withholding?
00:04:33 | - Shay, that's not fair. - We have concerns.
00:04:36 | See, Doc?
00:04:38 | Issues.
00:04:39 | I mean...
00:04:40 | help me out here.
00:04:48 | We could do a sit-in. At shift change.
00:04:50 | - Bigger. - Picket HCC's office.
00:04:52 | Bigger.
00:04:53 | You want to keep your birth control coverage?
00:04:54 | Then kick 'em where it hurts.
00:04:55 | Excuse me, Max,
00:04:57 | - can I have a word please? - All right.
00:04:58 | Keep thinking.
00:04:59 | Kick some ass for the working class!
00:05:01 | Did you hear from Dr. Panthaki?
00:05:04 | No, this isn't about the trial.
00:05:06 | Dr. Bloom asked me to consult on a hematology patient.
00:05:09 | Turns out that she was a heart transplant recipient
00:05:11 | here, 27 years ago.
00:05:13 | And?
00:05:15 | Her file says that she received her heart
00:05:18 | from a "Luna Goodwin."
00:05:22 | Your sister.
00:05:27 | She's fading fast.
00:05:29 | We've already infused two units of packed red cells
00:05:31 | with a pressure bag but she's still net negative.
00:05:33 | I would give her a plasma expander,
00:05:35 | but her hematocrit's already in the toilet.
00:05:37 | I mean, that's just gonna make it crash even more.
00:05:38 | The usual production- destruction algorithm
00:05:40 | doesn't seem to apply to her.
00:05:42 | Let's order up two more units from the blood bank
00:05:44 | and let's get a second large bore IV line.
00:05:45 | Give me a little Trendelenburg.
00:05:47 | How can I help?
00:05:48 | That's where all the blood is going.
00:05:49 | Sarah's right thigh.
00:05:51 | Why is she bleeding in the first place?
00:05:52 | There's no localized source.
00:05:53 | No cuts, lacerations,
00:05:54 | blown arterial aneurysm?
00:05:55 | No, every organ just seems to be oozing blood.
00:05:58 | Elevated PTT?
00:05:59 | It's barely out of the normal range.
00:06:00 | Yeah, but put that together with why she's bleeding so much.
00:06:02 | Um, acquired hemophilia?
00:06:03 | Her clotting factor eight isn't working.
00:06:05 | That's why she's bleeding.
00:06:06 | Rare, but it would explain it.
00:06:07 | That's good.
00:06:08 | I'm really thirsty.
00:06:09 | Uh, uh, uh...
00:06:10 | She's thirsty. Can we get her some water, nurse?
00:06:12 | Uh, let's hold off on that.
00:06:13 | Uh, Ms. Madsen, I...
00:06:14 | I had a heart transplant.
00:06:16 | At my last check-up my doctor said
00:06:17 | that my cyclosporin levels were low
00:06:19 | and I've been worried that my body's rejecting my heart.
