 | ﻿1
00:00:00 | WWW.MY-SUBS.COM
00:00:02 | Hmm, interesting sign.
00:00:05 | - Thank you. - Yeah.
00:00:07 | - Kinda dark. - Kinda true.
00:00:10 | Hmm.
00:00:11 | Same sign, but in a wacky font, right?
00:00:15 | 'Cause nothing says "You're doomed"
00:00:16 | like Comic Sans.
00:00:20 | Nothing says...
00:00:23 | You know, when... hmm... Sharpe was my oncologist
00:00:25 | I at least got pity laughs.
00:00:27 | - I won't be doing that. - Hmm.
00:00:29 | Well, this'll be fun then.
00:00:31 | Um, I'm gonna go, and maybe once you've read that,
00:00:33 | - you can call me. - Sit.
00:00:35 | Okay.
00:00:37 | I can't help but notice inconsistencies
00:00:40 | in your treatment.
00:00:41 | Missed chemo sessions, erratic radiation schedule.
00:00:46 | That won't work.
00:00:47 | Virginia, I've never seen you with a patient before,
00:00:49 | but I gotta say, very impressed.
00:00:51 | This whole scary-principal thing you got going on,
00:00:54 | it's very effective.
00:00:55 | But I am not your normal patient
00:00:57 | because I have a huge hospital to run,
00:01:00 | and so when it comes to things like scheduling,
00:01:03 | I gotta keep it flexible.
00:01:05 | But you learn to love it.
00:01:08 | Radiation is set for this afternoon, 2:00 p.m.
00:01:11 | Great. See? Easy.
00:01:13 | As long as there's no hospital emergency,
00:01:15 | then I will see you there.
00:01:16 | Max, you are the emergency.
00:01:18 | Radiation is set for this afternoon, 2:00 p.m.
00:01:21 | 2:00 p.m., I heard you. But listen.
00:01:22 | - I... - No, you start listening.
00:01:26 | Your treatment's impact is cumulative.
00:01:29 | Your brain is going to operate
00:01:31 | at half the capacity you're used to.
00:01:33 | You're going to be in a lot of pain.
00:01:36 | And that is if the treatment is working,
00:01:38 | But you're not letting it work. Why?
00:01:40 | Why? Because I have a million things to do.
00:01:43 | I have a child on the way.
00:01:45 | If I'm too far gone by the time it gets here...
00:01:47 | Dr. Sharpe said you'd make excuses.
00:01:49 | Did she? Really?
00:01:51 | - It's time to get ready, Max. - Yeah, for what?
00:01:54 | To step down as medical director.
00:02:02 | We'll see about that.
00:02:05 | Synced & corrected by -robtor- www.MY-SUBS.com
00:02:09 | Hang in there, Lyn.
00:02:10 | - Doctor? - What you got?
00:02:12 | An overprotective dad-to-be who needs to chill out.
00:02:14 | Her back's been sore and she's had these awful headaches
00:02:16 | and she's, like, forgetting things.
00:02:17 | She nearly fainted at the coffee shop.
00:02:19 | It's called having a baby, Michael.
00:02:20 | - Vitals? - Found them right outside.
00:02:22 | - We didn't have time. - All right, we got it.
00:02:23 | Thanks. How far along are you?
00:02:25 | - 39 weeks. - Do you have a birth plan?
00:02:27 | - Yeah. - Any allergies?
00:02:29 | - No. - Complications?
00:02:30 | Just having these really bad headaches.
00:02:32 | Mom's blood pressure: 290/160.
00:02:34 | Heart rate 130 and fetal heart rate 90 and falling.
00:02:37 | All right. Trauma One.
00:02:39 | We have to do an emergency C-section.
00:02:40 | Call OB, but I'm not waiting.
00:02:41 | - What, now? - What?
00:02:42 | - What's happening? - Is the baby okay?
00:02:43 | - Michael? - Just breathe.
00:02:45 | - Michael! - Should I call her doctor?
00:02:50 | Clamps and forceps, please.
00:02:51 | We won't need the Metz. Get them off the tray.
00:02:54 | - Your name's Michael Archer? - Uh, yes.
00:02:55 | Lift your arms.
00:02:57 | Turn around.
00:02:58 | Your date of birth is May 28th, 1988?
00:03:00 | Patient intubated and sedated.
00:03:02 | How we doing?
00:03:03 | - Almost prepped... - Guys, please.
00:03:06 | - I need to be in there. - I need you to lift your foot.
00:03:07 | What are the last four digits of your social?
00:03:09 | - Uh, 0501. - 0501.
00:03:12 | And the other foot.
00:03:14 | Fetal heart rate still falling.
00:03:15 | Preparing to sterilize incision site.
00:03:17 | Let's go.
00:03:18 | You cannot touch anything in there unless we say it's okay.
00:03:20 | - You got it? - Yeah.
