 | ﻿1
00:00:00 | WWW.MY-SUBS.COM ﻿1
00:01:12 | New Amsterdam Hospital.
00:01:21 | Massive carbon monoxide poisoning
00:01:22 | from a faulty furnace.
00:01:24 | There was a climate change conference, so we've got
00:01:25 | dozens more ambassadors coming out.
00:01:27 | Give him 100% high flow and get him to The Dam.
00:01:49 | Hey!
00:02:25 | There you are.
00:02:26 | I knew you'd get lost.
00:02:27 | All the new medical directors get lost.
00:02:47 | I'll take those odds.
00:02:57 | - Grab a sheet, will you? - EMS just dropped off.
00:03:05 | - Wait. - What?
00:03:07 | Do you hear that?
00:03:08 | Hear what?
00:03:12 | Doctor Bloom, she's dead.
00:03:14 | No pulse, no BP, cyanotic, rigor mortis.
00:03:16 | I need a defib ventilator, ALS,
00:03:19 | and resuscitation team, now!
00:03:20 | That's impossible, she's dead.
00:03:22 | Well, at least you didn't kill her twice.
00:03:24 | New Amsterdam has a public school,
00:03:26 | prison ward, and facilities for the UN.
00:03:29 | We performed the world's first C-section
00:03:31 | in the world's first maternity ward.
00:03:32 | New Amsterdam is America's first public hospital.
00:03:35 | Patients don't need insurance, money...
00:03:37 | - Dora, I know the history. - The dean makes me tell it
00:03:39 | to every new medical director.
00:03:41 | And how many of those have you worked with?
00:03:43 | Five in five years.
00:03:46 | Dr. Helen Sharpe.
00:03:47 | - Max Goodwin, how can I help? - Oh, you're too kind.
00:03:50 | Welcome to The Dam.
00:03:51 | - Why are you in scrubs? - Because I'm a doctor.
00:03:54 | - Going somewhere? - I have to tape segments
00:03:55 | with "The Morning Show" and Megyn Kelly,
00:03:57 | then give the keynote address at the oncology conference
00:03:59 | - in Vail. - I'll take that for you.
00:04:01 | - Thank you. - Wow, you're gonna do all that
00:04:03 | on your lunch break.
00:04:04 | You're funny. I'll be back next week.
00:04:06 | We'll lunch at the Tavern... my treat.
00:04:08 | Unlike the previous medical director,
00:04:10 | I actually expect you to practice medicine
00:04:12 | at this hospital because...
00:04:14 | I don't know, it's your job.
00:04:18 | You're funny.
00:04:20 | You said that.
00:04:23 | I'll tell you what. I'll continue giving speeches
00:04:25 | all over the world, because you can't afford
00:04:27 | the kind of publicity I give this hospital.
00:04:30 | And I'll continue my on-air appearances
00:04:32 | with Ellen, Oprah, and anyone else powerful enough
00:04:34 | to go by one name, because someone has
00:04:36 | to remind New York that even though New Amsterdam
00:04:39 | is an under-funded public hospital,
00:04:40 | we can still go toe-to-toe with the privates
00:04:42 | from basic care to state-of-the-art procedures.
00:04:45 | I will be back next week.
00:04:47 | We'll lunch at the Tavern.
00:04:48 | My treat.
00:04:53 | I like her.
00:04:55 | If she comes back, let's keep her.
00:05:05 | Sorry.
00:05:13 | Max.
