 | ﻿1
00:00:00 | WWW.MY-SUBS.COM
00:00:20 | - Max, snow day! - Yeah.
00:00:21 | Heck yeah, snow day.
00:00:23 | I mean, technically it's snow evening,
00:00:25 | but that kinda lacks poetry don't you think?
00:00:26 | - Sure. - There's nothing quite like
00:00:27 | the sheer magic of the words, "snow day."
00:00:29 | - Yeah. - Say it with me.
00:00:30 | Yeah, maybe later, cause right now I gotta get
00:00:32 | this hospital ready for the worst storm that we've seen
00:00:34 | in I don't know how many years.
00:00:35 | 72 years. Yeah, it's a long time.
00:00:38 | But, uh, you know, we had comparable snowfalls
00:00:40 | back in 2010 and 2016 but this one's gonna be a lot more like
00:00:44 | - the great blizzard of 1947. - Why do you know all this?
00:00:46 | Well, you know, I have a passion for weather.
00:00:48 | Check this out. Look. I put an anemometer on the roof
00:00:50 | seven years ago and it remains the best decision
00:00:51 | I ever made in my life.
00:00:53 | Look. I mean, look at the fluctuations in the storm.
00:00:54 | We can track it by its geolocation, you know?
00:00:56 | Oh, God. She is all over the place.
00:00:58 | That explains why half the hospitals
00:01:00 | in this city have shut down.
00:01:01 | Uh, can y'all take those... go to oncology.
00:01:03 | - Thank you. - Private hospitals are wimps.
00:01:06 | Public hospitals don't get snow days.
00:01:07 | Laura, can we turn the heat up two degrees? Two degrees.
00:01:10 | Thank you. I stocked up on food, meds, supplies.
00:01:12 | I discharged every patient I safely could,
00:01:13 | and I pared down to a skeleton crew.
00:01:15 | Well, what about you? You going home to Georgia?
00:01:17 | I convinced her to go to her parents' house,
00:01:19 | where she'll be enduring a much more judgmental
00:01:21 | - type of storm. - Oh yeah, I get ya.
00:01:22 | Yeah.
00:01:24 | Looks like you got this amigo.
00:01:26 | Oh, you know, this isn't so bad.
00:01:28 | This is nothing. The great white out of 1888,
00:01:30 | they had to shut down Maine.
00:01:32 | Literally closed it like it was a Denny's.
00:01:33 | Safety first.
00:01:35 | Well, 400 people still died that day.
00:01:39 | But we will be fine.
00:01:40 | Move it!
00:01:42 | Snow day, Dora!
00:01:44 | Snow day! Look it!
00:01:45 | No, I hear you.
00:01:46 | Look, I've got this cool weather app.
00:01:53 | Synced & corrected by -robtor- www.MY-SUBS.com
00:02:09 | Lauren, a patient overdosed in her room.
00:02:12 | Dr. Thomas got caught in the storm.
00:02:13 | What? Is she breathing or responsive?
00:02:15 | Respiratory rate's low but she's oxygenating okay.
00:02:17 | - BP? - 90/60, heart rate's 92.
00:02:22 | Okay, well, if she's oxygenating okay
00:02:24 | then she'll be fine until morning.
00:02:27 | Can't you help her?
00:02:29 | You're a doctor.
00:02:33 | I'm here because I'm not allowed to be a doctor, remember?
00:02:38 | She is better off waiting for doctor Thomas.
00:02:47 | One perfect Manhattan with a twist
00:02:49 | - or one Paloma with Mezcal? - Both.
00:02:52 | How about one at a time? Snows not going anywhere.
00:03:02 | - No. <i>- I didn't even ask</i>
00:03:04 | <i>anything yet. But I know</i>
00:03:05 | - what you were going to ask. <i>- No, that's impossible.</i>
00:03:07 | Go on, then. Ask.
00:03:09 | - I need you to come in. <i>- No, see, I knew. No.</i>
00:03:11 | But it wasn't actually a question.
00:03:13 | This blizzard is gonna be bad and I need
00:03:15 | <i>my Deputy Medical Director here.</i>
00:03:18 | But she only just left.
00:03:21 | And she's about to get legless.
00:03:23 | <i>Legless?</i>
00:03:25 | Hammered. Sloshed. Sozzled.
