 | ﻿1
00:00:00 | WWW.MY-SUBS.COM
00:00:01 | Mom!
00:00:03 | Mom?
00:00:06 | Next Tuesday's fine.
00:00:09 | - Let's do that. - Yeah.
00:00:10 | Keep him on the leash, honey.
00:00:12 | Thank you.
00:00:14 | Mom!
00:00:17 | Mom?
00:00:18 | Mom!
00:00:23 | It's okay, honey.
00:00:25 | It's okay. How can I help?
00:00:27 | I can't find my mom.
00:00:30 | - I don't know where she went. - It's okay.
00:00:32 | We'll find her. What's your name?
00:00:33 | - Luna. - Luna.
00:00:35 | That's a pretty name.
00:00:37 | What about your dad? Do you know where he is?
00:00:40 | I don't have a dad.
00:00:42 | My dad died.
00:02:03 | Synced & corrected by -robtor- www.MY-SUBS.com
00:02:06 | All right, I've got two infinity pools,
00:02:09 | I got a swim-up Jacuzzi, and this?
00:02:11 | This is where the Millennium Falcon lands.
00:02:13 | So...
00:02:15 | What?
00:02:16 | No, Jeffery, it's, uh... it's great.
00:02:18 | It's just, it's safe to say you followed the letter
00:02:20 | of the exercise and perhaps not the spirit.
00:02:24 | I mean, you said envision our futures, right?
00:02:26 | - Well, y'all, this is mine. - Yes, Jeffery.
00:02:28 | It's just, your future contains a few more
00:02:30 | two-piece bathing suits than I had anticipated.
00:02:32 | That's all.
00:02:34 | Can... can I go next, Dr. Frome?
00:02:35 | Yes, Avi, please.
00:02:36 | Talk us through your vision of your future.
00:02:37 | Jeffery, it's fantastic.
00:02:39 | Thanks.
00:02:41 | Okay, so right here is Parthenon in Athens.
00:02:45 | I'm gonna go after I learn some Greek, you know?
00:02:48 | So I can speak to the locals.
00:02:49 | I hate that everybody just assume that everybody's
00:02:51 | just gonna speak English, you know?
00:02:52 | That's smart.
00:02:54 | And this?
00:02:55 | This is Table Mountain in Cape Town.
00:02:57 | One day I'm gonna hike it.
00:03:01 | Right to the top.
00:03:03 | What drew you to Cape Town?
00:03:05 | I guess I just, you know, want to see the world.
00:03:09 | Go places I never been before.
00:03:11 | I mean, come on. Look at that view.
00:03:14 | - That's spectacular. - It's beautiful.
00:03:16 | It is, Avi. Fantastic, truly.
00:03:18 | Now, guys, it is more than fine
00:03:21 | to look forward to material things...
00:03:22 | - Yeah. - Yes.
00:03:24 | But... but sometimes
00:03:27 | goals are stronger when they affect who we are.
00:03:29 | You know what I mean?
00:03:31 | - Iggy. - Yes.
00:03:33 | - You have a visitor. - Ah.
00:03:35 | It's my new Jet Ski.
00:03:36 | Um, guys, keep filling out your vision boards.
00:03:39 | I will be right back.
00:03:40 | And Jeffrey, ease off the swimsuit models.
00:03:42 | Thank you.
00:03:45 | Hi.
00:03:46 | Tiara Dobbs. Avi Mantell's social worker.
00:03:49 | It's good to finally meet you in person.
00:03:50 | Yeah, likewise.
00:03:52 | So, um, what brings you down to our neck of the woods today?
00:03:54 | Avi's mother's been offered a job in Missouri...
00:03:57 | her hometown... and she can't pass it up,
00:04:00 | so she's gonna be moving back there next week.
00:04:02 | Oh, wow.
00:04:03 | With Avi, obviously.
00:04:06 | Yes.
00:04:07 | I reviewed Avi's case and it appears
00:04:08 | that he has made huge strides with you,
00:04:11 | so I can't think of any reason that he can't transfer
00:04:13 | from inpatient care to weekly visits
00:04:16 | with a local therapist.
00:04:17 | I just need you to sign off
00:04:19 | so I can begin Avi's official discharge procedure.
00:04:25 | Unless you don't agree.
00:04:28 | I did... I did have...
00:04:30 | a pretty huge breakthrough with him recently.
00:04:33 | Well, that's certainly good to hear.
00:04:35 | I know, it is.
