 | ﻿1
00:00:00 | WWW.MY-SUBS.COM
00:00:00 | - Previously on New Amsterdam. <i>- His name was Muhammad.</i>
00:00:02 | <i>He asked me to marry him.</i>
00:00:04 | - Broke up? - Brain aneurysm.
00:00:06 | I still miss him.
00:00:08 | I told you about the songs I'm writing,
00:00:09 | well, I'd love to make a demo.
00:00:10 | I was wondering if you could...
00:00:11 | Give you money?
00:00:13 | Don't think it's a good idea.
00:00:15 | I have plans with Ella.
00:00:17 | - Ella? - Thanks for introducing us.
00:00:20 | I've been taking a little bit more Adderall than prescribed.
00:00:24 | I think that I need to report an impaired physician.
00:01:07 | Don't forget to go over the rib.
00:01:09 | The vein, the artery, and the nerve run under, okay?
00:01:14 | What you got?
00:01:15 | EMS notification, diabetic coma on the way.
00:01:18 | Ooh, sounds interesting.
00:01:20 | I thought you had a VIP patient?
00:01:21 | Ah, that's after my shift. I've got time to take one more.
00:01:24 | Of course you do.
00:01:26 | Allison Medrano, 68-year-old fishing boat captain
00:01:29 | with Type II diabetes.
00:01:31 | Rescued by Coast Guard, unconscious.
00:01:32 | Finger stick blood sugar, 745.
00:01:34 | She's received ten units sub q times four,
00:01:36 | but she's still unresponsive.
00:01:38 | Found these in her pocket.
00:01:40 | Diabetes meds prescribed by a Dr. Jessica Medrano.
00:01:44 | She's a primary care doctor here.
00:01:46 | This could be her mom.
00:01:48 | Let's page Max and Dr. Medrano,
00:01:49 | and let's get her into Trauma One.
00:01:51 | Synced & corrected by -robtor- www.MY-SUBS.com
00:02:10 | What are you doing?
00:02:13 | Do you see that man?
00:02:16 | He's my son.
00:02:19 | And you hiding all the way over here because...
00:02:21 | If you believe two people are together
00:02:23 | for the wrong reason, it's your responsibility to...
00:02:25 | Oh, no, no. See... no, no, nope, nope.
00:02:27 | I'm gonna stop you right there.
00:02:29 | See, as a rule, I don't do family drama.
00:02:31 | So, if you wanna talk about that,
00:02:33 | I recommend you talk to Iggy.
00:02:34 | Iggy is busy all day, and there is no family drama.
00:02:37 | Then why are you hiding?
00:02:38 | Because I need to see if my son is...
00:02:41 | No, no. No family drama, man.
00:02:43 | Look, my only advice for you:
00:02:46 | stay out of your boy's dating life.
00:02:50 | - Hey, you want a coffee, Vijay? - Ooh.
00:02:55 | Blood PH of 7.19.
00:02:57 | Blood sugar still over 700.
00:02:59 | Injecting ten more units of insulin.
00:03:02 | - Mom. - Hey.
00:03:04 | Can I get some water?
00:03:05 | Absolutely. Uh, Casey?
00:03:07 | On it.
00:03:09 | Ms. Medrano, you're at New Amsterdam Hospital,
00:03:12 | and I will be happy to answer any questions you might have.
00:03:14 | Where's my boat?
00:03:16 | Except for that one.
00:03:18 | I... I don't know what that means.
00:03:19 | She's captain of a fishing boat.
00:03:21 | Seriously?
00:03:22 | What, you expecting a peg leg and a parrot?
00:03:25 | No, but, uh, that'd be cool.
00:03:28 | I just didn't realize there were any of you left
00:03:30 | in New York City.
00:03:31 | There's not. Industry moved on; she didn't.
00:03:34 | Huh.
00:03:35 | Fishing boat captain in New York City,
00:03:37 | that... that's a throwback.
00:03:40 | - What an interesting job. - Mm-hmm.
00:03:45 | Excuse me.
00:03:48 | He does that sometimes.
00:03:52 | Nourishment Consultant, Media Distribution Officer,
00:03:56 | pneumatic tube repair?
00:03:57 | What do these people even do?
00:03:58 | Aren't you the Medical Director?
00:04:00 | Aren't you supposed to know?
00:04:01 | Oh.
00:04:03 | Hello.
00:04:06 | <i>Has anyone here ever met a Chiropodist?</i>
00:04:08 | Of course you haven't, because they don't exist.
00:04:09 | But 100 years ago, there was a whole department
00:04:12 | full of 'em cutting people's toenails.
00:04:14 | But the field evolved and Chiropody was
00:04:16 | absorbed into Podiatry.
00:04:17 | Chiropodists became obsolete.
00:04:20 | Why are we talking about Chiropodists?
00:04:22 | Because you're firing us?
00:04:23 | No.
00:04:25 | We're talking about Chiropodists not just because
00:04:27 | it's a really fun word to say, but because I'm willing to bet
00:04:30 | that right here, at New Amsterdam,
00:04:32 | there are people here whose jobs
00:04:33 | are obsolete, bogus, wasted.
00:04:35 | Jobs that aren't really jobs at all.
00:04:37 | But just because your job is obsolete,
00:04:39 | doesn't mean you are.
00:04:41 | - Wait, are you firing us? - No.
00:04:43 | I wanna find people whose talents are being wasted
00:04:46 | and give them meaningful work.
00:04:47 | I wanna give them jobs that matter.
00:04:49 | Every time a patient walks out our doors,
00:04:52 | our people should feel like they contributed to
00:04:54 | that patient's success.
00:04:55 | And no...
00:04:57 | I am not firing anybody.
00:04:59 | Every department is gonna try this experiment,
00:05:01 | just for one day, stop working.
00:05:03 | Just sit there, stand there, don't do anything.
00:05:06 | And if nobody misses what you do
00:05:08 | or needs you to do something for one whole day,
00:05:11 | then your job may be obsolete.
00:05:13 | Clearly not talking about those people.
00:05:15 | But if it is you, come to me. I wanna find you a new job.
00:05:19 | A job that inspires you, a job that makes a difference,
00:05:22 | a job that makes you an integral part of
00:05:26 | New Amsterdam's mission.
00:05:34 | Dr. Panthaki?
00:05:36 | Dr. Sharpe.
00:05:38 | Fancy meeting you here.
00:05:40 | Yeah, well, no.
00:05:42 | No?
00:05:43 | I came here to see a patient,
00:05:45 | and I thought I'd stop by and say hi.
00:05:46 | I walked by your office,
00:05:48 | but they said you were on the floor, so here I am,
00:05:50 | casually bumping into you, accidentally on purpose.
00:05:54 | I see.
00:05:55 | I can also accidentally on purpose leave.
00:05:58 | No, I'm glad that you decided to stop by...
00:06:03 | Accidentally on purpose.
00:06:05 | And would you consider joining me on an adventure?
00:06:09 | An adventure?
00:06:10 | It's a small adventure.
00:06:11 | Do you like Radiohead?
00:06:13 | Yes.
00:06:14 | Love them.
00:06:16 | Then we'll need to be on a train from Penn Station
00:06:18 | in a few hours.
00:06:20 | Why? Where are we going?
00:06:22 | Philadelphia.
00:06:24 | So we'd be staying overnight?
00:06:27 | We would be.
00:06:29 | You know, yeah, no,
00:06:31 | I can't do that right now... with you.
00:06:34 | Okay.
00:06:36 | I mean, I want to eventually, I'm just...
00:06:39 | Helen, I'll make you a bootleg.
00:06:49 | Well, I'm still not 100% sure as to why Ms. Medrano
00:06:52 | collapsed on the ship.
00:06:53 | Did her blood sugar spike before or after the fall?
00:06:56 | That's the million dollar question.
00:06:57 | So, this must be some VIP for you to drag me
00:07:00 | all the way up here.
00:07:01 | It is.
00:07:03 | So, who's the patient?
00:07:08 | You are.
00:07:17 | Yeah... hey, uh, Dora...
00:07:22 | Hold on.
00:07:24 | I just wanna take in this momentous occasion.
00:07:28 | What occasion?
00:07:29 | The day you chased after me.
00:07:31 | I wanna remember everything: what I was wearing,
00:07:33 | where I was standing...
00:07:34 | You haven't texted me.
00:07:36 | - Nope. - Or paged me.
00:07:37 | Did you miss me?
00:07:38 | Well, I just figured by now people would...
00:07:39 | People would admit that they were getting paid to not work?
00:07:42 | That's not exactly...
00:07:43 | And that they would ask you for work,
00:07:44 | when they could just keep on doing nothing?
00:07:46 | That's not really in the spirit of what I'm trying...
00:07:48 | If it was me, no way I'd tell you.
00:07:50 | Max...
00:07:53 | What's going on with, um, you know?
00:07:57 | She's with Iggy.
00:08:03 | I think I'm gonna be sick.
00:08:04 | You did the right thing.
00:08:06 | As a doctor, sure.
00:08:08 | But as a friend, I absolutely did not.
00:08:10 | You absolutely did, as a doctor and as a friend.
00:08:24 | All right.
00:08:26 | Feel free to sit.
00:08:28 | I'm fine.
00:08:31 | Okay.
00:08:35 | All right.
00:08:37 | So, it says here you went to Whitman College.
00:08:41 | Yep.
00:08:43 | All the way up in Walla Walla, Washington, huh?
00:08:46 | Did you like it?
00:08:48 | Loved it.
00:08:50 | Why there?
00:08:52 | Well, I guess it's because I thought that they would
00:08:55 | prepare me for a career in lifesaving medicine.
00:08:57 | One which I would love to get back to right now,
00:09:00 | unless you're gonna tell me what this all about.
00:09:03 | Okay.
00:09:04 | Somebody reported that you have a problem with Adderall.
00:09:10 | Sharpe.
00:09:12 | I'm not at liberty to discuss that with you.
00:09:13 | Please.
00:09:15 | So, do you?
00:09:17 | Do I what?
00:09:19 | Do you have a problem with Adderall?
00:09:21 | - No. - Okay.
00:09:25 | Do you have any idea why someone would suggest that you do?
00:09:28 | Look, I spoke to Sharpe about a personal matter,
00:09:30 | a minor personal matter,
00:09:32 | and she has blown it way out of proportion.
00:09:35 | Right, well, can you tell me about the personal matter?
00:09:39 | No.
00:09:42 | Why not?
00:09:43 | Because it's personal.
00:09:45 | And because quite frankly, this whole ambush
00:09:47 | is unbelievably insulting,
00:09:49 | and I'm done pretending like it isn't.
00:09:50 | I wouldn't do that.
00:09:58 | I have been empowered by the hospital to determine
00:10:00 | if you've been operating as an impaired physician.
00:10:06 | And if you have a problem with Adderall,
00:10:08 | I will tell Max and he'll report it to the medical board.
00:10:11 | So, what, if I leave, I'm suspended?
00:10:16 | No, if you leave, you're fired.
00:10:24 | - Dr. Reynolds. - Dr. Goodwin.
00:10:25 | - I need a consult. - What's the case?
