 | ﻿1
00:00:00 | WWW.MY-SUBS.COM
00:00:04 | <i>When I was 18, or night. I wanted a</i>
00:00:06 | tattoo of a panda right here, on my arm,
00:00:09 | but, uh, my girlfriend at the time
00:00:12 | talked me into a heart.
00:00:15 | - Stop moving. - Yeah.
00:00:16 | I don't know why I thought a panda would be so cool.
00:00:19 | Well, this tattoo will guide
00:00:20 | the external beam radiation
00:00:22 | to within less than a millimeter of your tumor,
00:00:24 | so, also cool.
00:00:26 | Yeah, but three dots?
00:00:28 | Three dots is so lame.
00:00:30 | Why couldn't you give me, like, a badass teardrop
00:00:31 | or a tiger?
00:00:32 | I get that you're nervous.
00:00:35 | Hmm.
00:00:37 | When will you tell the staff?
00:00:39 | I was kind of hoping they wouldn't notice.
00:00:42 | Four days in you're gonna start vomiting constantly.
00:00:45 | After two weeks, you'll be fed through a tube in your stomach.
00:00:47 | You won't be able to swallow.
00:00:49 | There'll be hair loss. Weight loss.
00:00:52 | What I'm saying is, I think they're gonna notice.
00:00:55 | They're gonna notice, yeah.
00:00:57 | I'll tell them.
00:00:59 | Somehow.
00:01:00 | Okay.
00:01:02 | Hold. Don't move.
00:01:06 | Imagine it's a panda.
00:01:16 | Synced & corrected by -robtor- www.MY-SUBS.com
00:01:25 | So in the middle of stitching up her arm
00:01:27 | she asks for a mai tai.
00:01:29 | I was like, "Lady,
00:01:31 | does this look like a tiki bar to you?"
00:01:33 | Hey, thanks guys.
00:01:35 | I would never have made it from the Bronx without you.
00:01:36 | Next time, drinks are on me, okay?
00:01:45 | Stealing snacks again?
00:01:47 | No name, fair game.
00:01:49 | Moonlighting before a double?
00:01:51 | So? Like you don't.
00:01:53 | Yeah, but I'm not the department chair.
00:01:59 | Later.
00:02:00 | All right.
00:02:03 | Lauren?
00:02:04 | Hey, do you know what kind of Scotch Floyd drinks?
00:02:06 | What? You guys are buds.
00:02:08 | Yeah, it's just weird hearing him called Floyd.
00:02:10 | Oh, yeah, right.
00:02:11 | It's way more normal to call somebody by their last name.
00:02:13 | So Scotch?
00:02:15 | Uh, if he's paying, whatever's in the well,
00:02:17 | and if someone else is paying, then top shelf.
00:02:19 | - Why? - Uh, it's his birthday.
00:02:21 | Oh, man. Well, good luck.
00:02:23 | Wait, why good luck?
00:02:25 | Well, it just sucks to start dating a guy
00:02:26 | and then have it be his birthday.
00:02:27 | - Does it? - Yeah.
00:02:29 | If he one of those guys who loves his birthday.
00:02:30 | - I love my birthday. - Not like he does. It's impossible.
00:02:33 | So you're thinking I should get something
00:02:35 | - better than Scotch? - Yep.
00:02:36 | Good luck.
00:02:43 | Ah, thank you.
00:02:47 | This is too much.
00:02:51 | I don't even know how to...
00:02:54 | Oh!
00:02:59 | You got me a FloTech Cell Sorter for my birthday?
00:03:01 | - No. - Man, you shouldn't have.
00:03:03 | - I didn't. - And yet, here it is.
00:03:07 | I guess HCC decided to upgrade our old cell sorter.
00:03:09 | Which, no surprise, didn't need upgrading.
00:03:10 | Whoa.
00:03:12 | Maybe your girlfriend pulled some strings?
00:03:13 | Oh, I don't know; this machine costs 100,000 bucks.
00:03:15 | Which could have been better spent
00:03:17 | almost anywhere else in the hospital.
00:03:19 | - Yes. Bureaucracy. - Bureaucracy.
00:03:21 | Here, help me get it to the OR before someone else nabs it.
00:03:23 | You're keeping it?
00:03:24 | Well, possession's 9/10 of the law.
00:03:26 | It's not, actually.
00:03:27 | Well, then I'm invoking the "finders, keepers" rule.
00:03:29 | Just help me move it. Come on.
00:03:33 | How do you, do you know how to...
00:03:34 | Do you know how to do...
00:03:37 | It's broken.
00:03:39 | Yeah, well...
00:03:40 | Bureaucracy.
00:03:45 | Hup, keep walking.
00:03:48 | Keep walking.
00:03:50 | I am still very angry.
00:03:54 | Down three with seven seconds left
00:03:55 | and Hardaway's sitting on a bench?
00:03:57 | And then they don't call a timeout.
00:03:59 | He's our only three-point shooter.
00:04:01 | Well, to love the Knicks is to suffer.
00:04:09 | Would you like to watch the game tonight...
00:04:13 | together?
00:04:15 | I can't.
00:04:18 | Okay.
00:04:20 | I'm getting my one-year chip.
00:04:23 | Chip?
00:04:24 | For being clean.
00:04:26 | I see.
00:04:28 | It's at the downtown Y.
00:04:31 | You could come if you'd like.
00:04:33 | - That would be... - Strange to get a reward.
00:04:35 | I mean, it's kind of a big deal.
00:04:37 | I would think that
00:04:39 | the real reward would be
00:04:42 | not being an addict.
00:04:45 | Okay.
00:04:47 | - So I guess you're not coming. - I have a better idea.
00:04:50 | Um...
00:04:53 | Knicks game? Next week?
00:04:57 | Yeah.
00:05:03 | Patient.
00:05:05 | So I'll... I'll see you next week?
00:05:16 | Uh, Max.
00:05:18 | Can I just get your thoughts on a patient?
00:05:19 | - Yeah. - Um, locally advanced
00:05:21 | pancreatic cancer.
00:05:22 | Amenable to surgery?
00:05:23 | Yes, he's prepped and ready to go.
00:05:24 | - Great, then go for the cure. - There's a catch.
00:05:26 | Cardiology work-up found a left-ventricular
00:05:29 | ejection fraction of 35%.
00:05:30 | That is a catch.
00:05:32 | 90% chance he'll die on the table.
00:05:33 | But a 10% chance he won't.
00:05:35 | Technically. But those are terrible odds.
00:05:36 | That's for him to decide.
00:05:38 | I can't suggest he go through with the surgery, can I?
00:05:40 | Why not?
00:05:41 | Because that's like me saying to you,
00:05:43 | "Hey, let's scrap chemo and wing it
00:05:44 | with precision-targeted therapy."
00:05:46 | Well, some of those trials show a lot of promise.
00:05:49 | Some show it makes the disease worse.
00:05:53 | But we're not talking about you.
00:05:54 | Right, but
00:05:56 | we have to give your patient
00:05:58 | both options, right?
00:06:01 | "We"?
00:06:06 | A man named Daniel
00:06:08 | was captured by Roman soldiers.
00:06:10 | The general told Daniel he could make...
00:06:12 | Nurse, can you give us a minute?
00:06:13 | Thank you, he's all yours.
00:06:15 | The story was just getting good.
00:06:16 | Rabbi Skillman, I'd like to introduce you
00:06:18 | to our medical director, Max Goodwin.
00:06:20 | Goodwin. Is that Jewish?
00:06:21 | Uh, I believe my great-great-grandmother was,
00:06:24 | but I was raised... nothing.
00:06:27 | Then you're Jewish.
00:06:28 | I'll take it.
00:06:30 | So, Dr. Sharpe.
00:06:31 | Do you have good news for me this morning?
00:06:33 | Lot of whispering going on.
00:06:35 | I wish I did.
00:06:38 | Okay.
00:06:40 | It's what you feared? His heart...
00:06:42 | Work-up shows that it's not
00:06:44 | pumping blood very well.
00:06:46 | Mm.
00:06:47 | The cherry on the cancer cake.
00:06:49 | There's a 90% chance
00:06:52 | of dying in surgery.
00:06:53 | Or a 10% chance of a cure.
00:06:58 | Not great odds.
00:07:00 | The other option is no surgery.
00:07:03 | You can go home.
00:07:05 | Spend a year of good-quality life
00:07:06 | with the people you love.
00:07:07 | We'll make sure that you're comfortable.
00:07:12 | Like any good conundrum,
00:07:15 | I believe I'll need some time to think about this.
00:07:17 | Yeah, of course.
00:07:18 | And if you have any questions, I'm here.
00:07:20 | Take all the time you need.
00:07:23 | We just want to make sure
00:07:24 | you really consider both options.
00:07:33 | Okay.
00:07:34 | Hmm.
00:07:36 | Amy.
00:07:38 | I see your...
00:07:40 | migraines haven't improved.
00:07:44 | And, uh...
00:07:47 | your triptans did not help.
00:07:49 | No.
00:07:50 | We can run a second MRI,
00:07:53 | but I'm afraid we've exhausted
00:07:54 | all the traditional treatments.
