 | ﻿1
00:00:00 | WWW.MY-SUBS.COM ﻿1
00:00:00 | Previously, on "New Amsterdam"...
00:00:01 | - Dr. Bloom. - Dr. Bloom?
00:00:03 | The last few weeks, I've been taking
00:00:05 | a little bit more Adderall than prescribed.
00:00:07 | - I think you may need help. - I'm just tired...
00:00:09 | Mr. Powell could have died.
00:00:15 | Run the Cardiac Surgical Department.
00:00:17 | There is no Cardiac Surgical Department.
00:00:18 | Then build one.
00:00:20 | When we aim high-energy external beam radiation
00:00:23 | at the cancer in your throat,
00:00:24 | if you move then, you die.
00:00:26 | I don't want everyone to see me so weak.
00:00:28 | The answer's yes, Max.
00:00:30 | I'll be your deputy.
00:00:43 | I don't even know
00:00:44 | what some of this stuff is.
00:00:46 | Babe, I-I didn't know we had so many friends.
00:00:49 | This is a return, right?
00:00:51 | - No way. - No?
00:00:52 | Cloth diapers are way better for the environment.
00:00:54 | Yeah, but disposable diapers are way better
00:00:56 | for sleeping in on Sunday.
00:00:57 | - Fine, maybe pile. - Maybe pile.
00:01:00 | It's very cute that you think you're sleeping in on Sundays.
00:01:02 | Yeah. Electric snot sucker? Return.
00:01:05 | How do you suggest we remove snot from our baby's nasal passages?
00:01:08 | The old-fashioned way.
00:01:09 | You put your mouth on that nose and you...
00:01:10 | That's disgusting!
00:01:12 | - Keeping. - Babe, I'm just saying...
00:01:16 | What about a baby... a baby blender?
00:01:19 | That's a maybe. I mean, we don't have an adult blender.
00:01:22 | All right, well, the Swedish here says, uh...
00:01:28 | Oh, well, in that case...
00:01:29 | - Mm. - Return.
00:01:31 | Return. Yeah.
00:01:37 | Oh, babe, more nausea?
00:01:39 | Mm. Mm-hmm.
00:01:42 | Hey, I thought Helen said
00:01:44 | that you wouldn't experience chemo nausea so soon.
00:01:47 | Well, maybe I'm, uh...
00:01:52 | Maybe I'm special.
00:01:53 | Maybe you should stay home.
00:01:56 | Mm-hmm. Mm-mm.
00:01:59 | I'm good.
00:02:00 | I'm already over it.
00:02:02 | It's fine.
00:02:03 | I'm raring to go.
00:02:05 | I'm not gonna let a little cancer slow me down.
00:02:07 | I'm fine.
00:02:10 | Ow!
00:02:11 | Synced & corrected by -robtor- www.MY-SUBS.com
00:02:16 | How can I help?
00:02:18 | Figured out why the old Cardio Department lost its way:
00:02:20 | Our conflict of interest policy.
00:02:22 | - What's wrong with it? - Well, we don't have one.
00:02:23 | Big pharma could buy me an island,
00:02:25 | - and no one would know. - Could be fun.
00:02:26 | We should mandate total transparency.
00:02:28 | Uh, how many other hospitals do this?
00:02:30 | - Zero. - I guess we'll be the first.
00:02:32 | In clinical trials,
00:02:34 | do you know what you want in ideal candidates?
00:02:35 | Ooh, I know this one. Sick people?
00:02:37 | - Diversity. - Yeah.
00:02:38 | Our candidates need to be as diverse
00:02:40 | as the country we're aiming to treat.
00:02:41 | Yeah, so what's the problem?
00:02:44 | The country I'm trying to treat isn't Finland.
00:02:47 | Hmm.
00:02:49 | I can see that.
00:02:51 | Yeah.
00:02:53 | I'll make some calls.
00:02:54 | More glitter, right? Okay, yes.
00:02:56 | So New York has seen a spike in Polynesian refugees
00:02:59 | because their countries are, you know,
00:03:00 | - sinking into the Pacific Ocean. - Right.
00:03:02 | Not a lot of them speak English...
00:03:04 | like these little cuties right here from Tuvalu, aren't you?
00:03:06 | Imagine I just said "how can I help?" in Tuvaluan.
00:03:07 | I wish I could, but I can't,
00:03:09 | because nobody speaks Tuvaluan in New York...
00:03:11 | literally, like, less than 20 people.
00:03:12 | I need a translator.
00:03:14 | Oh, okay.
00:03:17 | So I just learned the word for "potty."
00:03:18 | - Oh, did you? - But I'm gonna take off.
00:03:20 | Okay. Oh, oh. Gladys!
00:03:23 | My department was just flagged by HCC
00:03:26 | for "disproportionately providing coverage
00:03:28 | to patients ineligible for Medicaid and for..."
00:03:31 | Solved.
00:03:33 | Thought that was gonna go in.
00:03:34 | Still solved. Pretend it went in.
00:03:36 | But they said they would cap my budget...
00:03:37 | It doesn't matter.
00:03:39 | We treat everybody here, and if they're not covered,
00:03:41 | if they're covered, it doesn't matter.
00:03:42 | The price...
00:03:43 | We treat everyone.
00:03:45 | That's the power of New Amsterdam.
00:03:46 | Excuse me.
00:03:50 | - Max, are you okay? - Yeah.
00:03:53 | Ooh.
00:03:55 | Max, you want us to wait for you?
00:04:02 | Oh, God, what is the medical term
00:04:04 | for "barfed my face off"?
00:04:05 | This isn't a great time.
00:04:07 | You don't even know what just came out of me.
00:04:09 | I'm not just talking quantity, I'm talking quality.
00:04:11 | I mean, what the heck could I have possibly eaten...
00:04:14 | - Max. - What?
00:04:19 | This is a consortium of top oncologists
00:04:21 | being hosted by a WHO facility in Haiti.
00:04:25 | Everyone, this is Dr. Goodwin, our Medical Director.
00:04:28 | How you doing?
00:04:31 | - Hello. - Hello.
00:04:32 | Let's pick this up in 15, shall we?
00:04:36 | - Sorry about that. - It's fine.
00:04:38 | I'm consulting on a very challenging case.
00:04:40 | A digression about the texture of your vomit
00:04:42 | was just the mood-lightener that we needed.
00:04:44 | I'm happy to help.
00:04:46 | And you need anti-nausea meds.
00:04:49 | Mm-hmm.
00:04:52 | This is harder than I thought.
00:04:55 | Silver lining?
00:04:57 | When we start radiation tonight,
00:04:58 | your throat's gonna be too sore to eat anything.
00:05:01 | Mm.
00:05:02 | Less nausea.
00:05:07 | So you'd walk by, and you'd see all this smoke
00:05:10 | seeping out from under the door.
00:05:12 | But it wasn't a fire.
00:05:13 | It was the cardiologists' smoking lounge.
00:05:15 | In the hospital?
00:05:17 | Yes, Building C.
00:05:18 | Third floor.
00:05:20 | They had the fire department called on them
00:05:22 | at least twice a month.
00:05:24 | I can't believe you've never told me that one before.
00:05:26 | It was a different time.
00:05:28 | It's just a wonder more patients didn't die.
00:05:29 | Yeah, no kidding... oh.
00:05:31 | No, it's okay. It's okay, I got it.
00:05:32 | No, no, no, I got it. Henry, it's cool.
00:05:34 | - Thanks. - I've been trained for such situations.
00:05:38 | Just got to get the big chunks, right?
00:05:40 | - Yeah... - Thanks.
00:05:41 | Kick the rest under the table.
00:05:42 | Clumsy.
00:05:44 | You know, my, uh...
00:05:46 | my intern days were totally tame.
00:05:49 | I-I don't have any crazy stories, you know.
00:05:51 | Oh, don't be so sure.
00:05:54 | Those memories will come flooding back
00:05:56 | once you're my age.
00:05:57 | For example, I have a temporal bone surgery
00:05:59 | scheduled tomorrow.
00:06:00 | Now, back in the day,
00:06:01 | we wouldn't even consider operating
00:06:03 | until we could see discoloration
00:06:05 | in the neck and the jawline.
00:06:07 | Oh.
00:06:09 | That's crazy.
00:06:20 | - Okay. - Thank you so much.
00:06:22 | - Lauren. - I'm late.
00:06:23 | Lauren...
00:06:26 | I am deeply sorry.
00:06:28 | If you would just hear me out...
00:06:29 | You rooted through my bag for drugs
00:06:32 | after I explicitly told you that I was clean.
00:06:35 | You just couldn't trust me, could you?
00:06:37 | It's not that simple, and you know it.
00:06:40 | I was concerned.
00:06:42 | I overstepped. What I wanted...
00:06:44 | We were friends.
00:06:45 | - We still are. - How?
00:06:49 | You asked for help.
00:06:51 | You admitted you needed help.
00:06:53 | Let me help you.
00:06:55 | How about this?
00:06:56 | From now on, you stay on your side of the hospital.
00:06:59 | I'll stay on mine.
00:07:05 | Oh, hi.
00:07:12 | Max?
00:07:13 | Hey, Dora told me I could find you in here.
00:07:15 | - Yeah. - Oh, okay.
00:07:18 | Uh...
00:07:19 | that's all right. I can wait.
00:07:21 | Oh...
00:07:28 | - Hey. - How can I...
00:07:31 | Yeah, okay. Yeah, I got it.
00:07:32 | So, um, let's say, hypothetically,
00:07:35 | I have a friend here at the hospital.
00:07:36 | Let's call him, uh, Dr. Dre.
00:07:39 | Mm.
00:07:40 | And, uh, what if he kind of, sort of maybe...
00:07:43 | shouldn't probably be performing surgeries anymore?
00:07:46 | We're not having an unofficial conversation
00:07:49 | about an impaired physician, Iggy.
00:07:51 | We have a system.
00:07:53 | I know.
00:07:55 | I just don't want to ruin anyone's career, you know?
00:07:57 | Well, if you're concerned enough
00:07:59 | to bring it to me here, then it has to be official.
00:08:02 | All right?
00:08:03 | No half reports, no pseudonyms.
00:08:05 | By the way, maybe pick a better one.
00:08:07 | - I know. - Just tell me what's going on
00:08:09 | so I can investigate the doctor properly.
00:08:11 | Come on, man. Can't we just hypothesize about it
00:08:14 | for a little while longer?
00:08:15 | Iggy, your name will be kept confidential, I swear.
00:08:23 | It's Dr. Maravich.
00:08:26 | What's going on?
00:08:28 | Ayúdennos, por favor!
00:08:30 | El está enfermo!
00:08:32 | - Do... do you speak English? - Yes, yes, yes!
00:08:34 | Please, you have to help him! He needs help!
00:08:35 | Severe dehydration.
00:08:37 | Okay, let's get him over to Bay 27 for a workup.
00:08:38 | - What's your name? - Ivan Velez.
00:08:40 | - Ivan, how do you know him? - Uh, Miguel, we are brothers.
00:08:42 | - You must help him, please! - He feels hot.
00:08:44 | Ivan, look at me.
00:08:45 | How long has he been sick like this?
00:08:46 | Uh, about a week.
00:08:47 | He started shivering, and he...
00:08:49 | he couldn't, uh, drink or eat anything.
00:08:50 | We thought he needed sleep, but it only got worse.
00:08:54 | Does it hurt to swallow?
00:08:56 | - You have to help him! - I'll do everything I can.
00:08:58 | Bloom, lymphs are swollen.
00:09:00 | Okay, open for me?
00:09:04 | What? What do you see?
00:09:06 | He needs an FNA, ASAP.
00:09:08 | - Who's on call for oncology? - Dr. Sharpe.
00:09:16 | Daddy, who is that man?
00:09:18 | Shh.
00:09:21 | My name is Dr. Kapoor.
00:09:24 | I'm going to help your mom.
00:09:25 | She can't see.
00:09:26 | Her eyes are broken.
00:09:28 | Then I'll try to fix them.
00:09:30 | Let's find a healthy snack, kiddo.
00:09:32 | Yeah.
00:09:33 | We'll be just outside.
00:09:37 | I see from your records, Maren...
00:09:41 | - you've had a rough time. - Yeah.
00:09:43 | My organs, they shut down during Violet's birth.
00:09:46 | I couldn't stop bleeding.
00:09:48 | I was in the ICU for, uh, nine months.
00:09:52 | Ian had to make arrangements.
00:09:54 | Just in case.
00:09:56 | - But you survived. - Mm-hmm.
00:09:58 | Well, most of me.
00:10:00 | So you developed an adenoma at the base of your brain.
00:10:05 | It's pressing on the optic chiasm and causing your blindness.
00:10:07 | Yeah, and everyone says they can't remove it
00:10:10 | because I can't have anesthesia 'cause of my liver.
00:10:13 | That's right.
00:10:15 | But there is a new treatment...
00:10:17 | non-surgical.
00:10:18 | I won't even need to break the skin.
00:10:22 | How?
00:10:23 | It's MRI-guided focused ultrasound...
00:10:26 | noninvasive, no anesthesia.
00:10:30 | Just one catch.
00:10:31 | Yeah.
